"Player","Season","Position","Min","Off. g+","g+ Boost","Off. Net g+","Def. g+","g-","Def. Net g+","Net g+","League"
"Brittany Ratcliffe","2018","W","407","-0.2","-0.02","-0.22","0.01","0","0","-0.22","NWSL"
"Dillon Serna","2018","AM","1342","-0.17","0.01","-0.16","-0.05","-0.01","-0.06","-0.22","MLS"
"Bernie Ibini-Isei","2018","W","456","-0.17","-0.01","-0.18","0","-0.04","-0.04","-0.22","MLS"
"Zoe Clark","2018","CB","97","-0.15","0.03","-0.12","0.02","-0.13","-0.11","-0.22","NWSL"
"Mike Grella","2017","W","390","-0.14","-0.04","-0.18","-0.07","0.03","-0.04","-0.22","MLS"
"Tyler Pasher","2017","W","47","-0.21","0.01","-0.21","-0.02","0","-0.01","-0.22","MLS"
"Agustín Jara","2016","W","24","-0.17","-0.01","-0.18","-0.15","0.11","-0.03","-0.22","MLS"
"Jamia Fields","2016","W","681","-0.21","0","-0.2","-0.02","0.01","-0.02","-0.22","NWSL"
"Michael Farfan","2016","ST","30","-0.23","-0.01","-0.24","0.05","-0.03","0.02","-0.22","MLS"
"Yair Arboleda","2016","W","67","-0.25","-0.01","-0.27","0","0.05","0.04","-0.22","MLS"
"Steve Neumann","2015","DM","178","-0.03","0.01","-0.02","-0.23","0.03","-0.19","-0.22","MLS"
"Maxim Tissot","2015","W","630","-0.17","-0.01","-0.18","-0.05","0.01","-0.04","-0.22","MLS"
"Aaron Maund","2014","CB","462","-0.01","0","0","-0.13","-0.09","-0.21","-0.22","MLS"
"Alex Caskey","2013","W","469","-0.19","-0.01","-0.2","-0.01","-0.01","-0.02","-0.22","MLS"
"Nökkvi Þeyr Þórisson","2023","ST","328","-0.1","-0.01","-0.11","-0.09","-0.03","-0.12","-0.23","MLS"
"Katie Stengel","2023","ST","499","-0.29","0.01","-0.28","0.02","0.04","0.06","-0.23","NWSL"
"Matthew Hoppe","2023","W","370","-0.13","-0.03","-0.16","0.01","-0.08","-0.07","-0.23","MLS"
"Edison Azcona","2023","W","75","0.03","-0.02","0.01","-0.22","-0.02","-0.25","-0.23","MLS"
"Arquimides Ordonez","2023","ST","316","-0.21","-0.01","-0.22","-0.01","-0.01","-0.01","-0.23","MLS"
"Ryan Sailor","2023","CB","362","-0.24","0.02","-0.22","0.02","-0.03","-0.01","-0.23","MLS"
"Sarah Puntigam","2023","FB","428","-0.09","-0.01","-0.1","-0.02","-0.11","-0.14","-0.23","NWSL"
"Hugo Mbongue","2023","ST","306","-0.2","-0.01","-0.21","0","-0.03","-0.03","-0.23","MLS"
"Cal Jennings","2022","W","33","-0.18","-0.01","-0.2","-0.01","-0.02","-0.03","-0.23","MLS"
"Carlos Salcedo","2022","CB","1316","0.01","-0.05","-0.04","-0.1","-0.08","-0.19","-0.23","MLS"
"Ellie Jean","2022","FB","753","-0.08","-0.03","-0.11","-0.07","-0.05","-0.12","-0.23","NWSL"
"Jorian Baucom","2021","ST","466","-0.1","-0.03","-0.12","-0.02","-0.09","-0.1","-0.23","NWSL"
"Joey Dezart","2021","DM","668","-0.11","-0.01","-0.12","-0.08","-0.02","-0.1","-0.23","MLS"
"Dantouma Toure","2021","ST","9","-0.23","-0.01","-0.25","-0.03","0.05","0.02","-0.23","MLS"
"Jennifer Cudjoe","2020","AM","255","-0.13","-0.04","-0.16","-0.03","-0.03","-0.06","-0.23","NWSL"
"Danica Evans","2020","ST","103","-0.13","-0.02","-0.14","0.01","-0.09","-0.08","-0.23","NWSL"
"Sean Nealis","2019","CB","520","-0.06","0.02","-0.04","-0.14","-0.05","-0.19","-0.23","MLS"
"Ballou Tabla","2019","W","149","-0.17","-0.03","-0.2","-0.04","0.01","-0.03","-0.23","MLS"
"Bridget Callahan","2019","DM","534","-0.08","0.01","-0.07","-0.12","-0.04","-0.16","-0.23","NWSL"
"Tate Schmitt","2019","ST","113","-0.2","0","-0.21","0.03","-0.05","-0.02","-0.23","MLS"
"Justin Portillo","2019","DM","206","-0.03","-0.04","-0.07","-0.14","-0.02","-0.16","-0.23","MLS"
"Brian Wright","2019","CM","23","-0.07","0","-0.07","0","-0.17","-0.17","-0.23","MLS"
"Victor Arboleda","2018","ST","35","-0.12","-0.01","-0.14","-0.03","-0.06","-0.09","-0.23","MLS"
"Bradford Jamieson","2018","W","290","-0.07","-0.01","-0.08","-0.12","-0.02","-0.14","-0.23","MLS"
"Collin Martin","2018","CM","590","-0.12","-0.02","-0.14","-0.06","-0.03","-0.09","-0.23","MLS"
"Adam Henley","2018","FB","287","-0.11","-0.02","-0.13","-0.06","-0.04","-0.1","-0.23","MLS"
"Shamit Shome","2018","CM","280","-0.1","0","-0.1","-0.06","-0.07","-0.13","-0.23","MLS"
"Dillon Powers","2018","W","89","-0.1","0","-0.1","-0.05","-0.08","-0.13","-0.23","MLS"
"Soni Mustivar","2017","CM","313","-0.16","0","-0.16","-0.07","0","-0.07","-0.23","MLS"
"Chris Schuler","2017","CB","1142","-0.08","0.02","-0.06","-0.07","-0.1","-0.17","-0.23","MLS"
"Kendall Johnson","2017","CB","26","-0.35","0.03","-0.32","0","0.09","0.09","-0.23","NWSL"
"Crystal Thomas","2017","ST","28","-0.17","-0.02","-0.19","-0.02","-0.02","-0.04","-0.23","NWSL"
"Marco Bustos","2016","W","71","-0.13","-0.01","-0.15","0.01","-0.09","-0.08","-0.23","MLS"
"Conor Casey","2016","CB","47","-0.09","0.03","-0.06","-0.04","-0.13","-0.17","-0.23","MLS"
"Zachary Herivaux","2016","DM","51","-0.04","0.02","-0.03","-0.08","-0.12","-0.2","-0.23","MLS"
"Melissa Henderson","2016","W","353","-0.19","-0.01","-0.19","-0.03","-0.01","-0.04","-0.23","NWSL"
"Steve Neumann","2016","W","76","-0.13","-0.01","-0.15","-0.03","-0.05","-0.08","-0.23","MLS"
"Pa Modou Kah","2016","CB","429","-0.02","0.02","0","-0.15","-0.08","-0.23","-0.23","MLS"
"Steven Caldwell","2015","CB","146","-0.02","0.02","0","-0.11","-0.11","-0.23","-0.23","MLS"
"Jérémy Gagnon-Laparé","2015","CM","28","-0.16","0","-0.16","-0.13","0.05","-0.08","-0.23","MLS"
"Geoffrey Castillion","2014","ST","18","-0.27","-0.01","-0.28","-0.03","0.08","0.05","-0.23","MLS"
"Marius Obekop","2013","W","95","-0.19","-0.01","-0.21","-0.04","0.02","-0.02","-0.23","MLS"
"Rafael Gladiador","2013","ST","360","-0.21","-0.01","-0.23","0","0","0","-0.23","MLS"
"John Klein","2023","DM","32","-0.22","0.02","-0.2","0","-0.03","-0.04","-0.24","MLS"
"Yosuke Hanya","2023","ST","56","-0.2","-0.01","-0.22","-0.01","-0.01","-0.02","-0.24","MLS"
"Benjamin Stitz","2023","ST","23","-0.16","-0.01","-0.18","-0.04","-0.02","-0.06","-0.24","MLS"
"Civana Kuhlmann","2023","W","106","-0.16","-0.01","-0.17","-0.04","-0.04","-0.07","-0.24","NWSL"
"Jozy Altidore","2022","ST","676","-0.18","-0.01","-0.19","-0.04","0","-0.04","-0.24","MLS"
"Makamae Gomera-Stevens","2022","ST","50","-0.18","-0.02","-0.2","-0.04","0","-0.04","-0.24","NWSL"
"Jake Davis","2022","CM","25","-0.1","0","-0.1","-0.23","0.09","-0.14","-0.24","MLS"
"Ella Stevens","2021","AM","79","-0.17","-0.02","-0.19","-0.06","0.01","-0.05","-0.24","NWSL"
"Ulises Segura","2020","ST","516","-0.23","-0.01","-0.24","0.02","-0.01","0","-0.24","MLS"
"Taylor Smith","2020","FB","212","-0.04","0.01","-0.03","-0.16","-0.05","-0.21","-0.24","NWSL"
"Matheus Aias","2020","ST","33","-0.23","-0.01","-0.24","0.09","-0.09","0","-0.24","MLS"
"Carter Manley","2019","FB","103","-0.09","0","-0.1","-0.04","-0.1","-0.14","-0.24","MLS"
"Amandine Pierre-Louis","2019","W","218","-0.17","0","-0.17","-0.04","-0.03","-0.07","-0.24","NWSL"
"Ronaldo Peña","2019","ST","183","-0.22","-0.01","-0.23","0.01","-0.02","-0.01","-0.24","MLS"
"Eric Alexander","2019","DM","351","-0.09","0.03","-0.07","-0.12","-0.05","-0.17","-0.24","MLS"
"Yura Movsisyan","2018","AM","75","-0.23","-0.02","-0.26","0.02","0","0.02","-0.24","MLS"
"Louis Beland-Goyette","2018","CM","127","-0.1","0.03","-0.07","-0.02","-0.15","-0.16","-0.24","MLS"
"Sal Zizzo","2018","FB","200","-0.08","0.01","-0.07","0","-0.17","-0.17","-0.24","MLS"
"Yael Averbuch","2018","CB","95","-0.03","0.01","-0.02","0.15","-0.37","-0.23","-0.24","NWSL"
"Kip Colvey","2016","FB","349","-0.07","0.02","-0.06","-0.15","-0.03","-0.18","-0.24","MLS"
"Chandler Hoffman","2015","ST","51","-0.22","-0.01","-0.23","-0.03","0.03","0","-0.24","MLS"
"Collin Martin","2014","ST","219","-0.23","-0.02","-0.25","0.02","-0.01","0.01","-0.24","MLS"
"Tommy Thompson","2014","ST","747","-0.17","-0.02","-0.19","0","-0.05","-0.05","-0.24","MLS"
"Eric Gehrig","2013","CB","581","-0.05","0.02","-0.03","-0.19","-0.03","-0.22","-0.24","MLS"
"Prince Osei Owusu","2023","ST","217","-0.24","-0.01","-0.26","0.04","-0.03","0.01","-0.25","MLS"
"Haley Hopkins","2023","W","483","-0.11","-0.01","-0.12","-0.15","0.03","-0.13","-0.25","NWSL"
"Sean Rea","2023","AM","811","-0.17","-0.05","-0.22","-0.02","-0.01","-0.03","-0.25","MLS"
"Jordan Faria","2023","W","28","-0.19","-0.02","-0.21","-0.03","-0.02","-0.04","-0.25","MLS"
"Rebecca Holloway","2022","FB","232","-0.09","0","-0.09","-0.09","-0.06","-0.15","-0.25","NWSL"
"Matai Akinmboni","2022","CB","126","-0.06","0.03","-0.03","-0.04","-0.18","-0.22","-0.25","MLS"
"Karina Rodriguez","2021","W","47","-0.14","-0.01","-0.15","-0.03","-0.06","-0.1","-0.25","NWSL"
"Marisa Viggiano","2020","CM","398","-0.08","0","-0.07","-0.11","-0.07","-0.17","-0.25","NWSL"
"Erik Holt","2020","CB","309","0.03","-0.01","0.02","-0.19","-0.08","-0.27","-0.25","MLS"
"Terrence Boyd","2019","ST","397","-0.2","-0.02","-0.22","-0.01","-0.01","-0.03","-0.25","MLS"
"Lucas Melano","2019","ST","162","-0.24","0","-0.24","-0.01","0.01","0","-0.25","MLS"
"Fabinho","2018","FB","766","-0.08","0","-0.08","-0.15","-0.02","-0.17","-0.25","MLS"
"Luis González","2017","W","17","-0.31","-0.01","-0.32","0.07","0","0.07","-0.25","MLS"
"Rachel Wood","2016","DM","295","-0.07","0.01","-0.06","-0.13","-0.06","-0.19","-0.25","NWSL"
"Víctor Pérez","2015","CM","7","-0.13","0","-0.13","-0.06","-0.06","-0.12","-0.25","MLS"
"Zat Knight","2014","CB","342","0.01","0.02","0.03","-0.23","-0.06","-0.28","-0.25","MLS"
"Bakaye Dibassy","2023","CB","434","-0.06","0","-0.06","-0.1","-0.1","-0.2","-0.26","MLS"
"Sebastian Kowalczyk","2023","AM","387","-0.16","-0.03","-0.19","-0.08","0.01","-0.07","-0.26","MLS"
"Jaroslaw Niezgoda","2023","ST","755","-0.25","-0.02","-0.26","0.02","-0.02","0","-0.26","MLS"
"Victor Ulloa","2023","CM","210","-0.08","0","-0.07","-0.12","-0.07","-0.19","-0.26","MLS"
"Nnamdi Chinonso Offor","2022","ST","303","-0.25","-0.01","-0.26","-0.01","0.01","0","-0.26","MLS"
"Tony Rocha","2021","ST","57","-0.28","-0.01","-0.29","0.01","0.03","0.04","-0.26","MLS"
"Patrick Metcalfe","2021","DM","421","-0.05","0","-0.06","-0.15","-0.05","-0.2","-0.26","MLS"
"Ally Haran","2021","FB","31","-0.15","0.01","-0.14","-0.13","0.02","-0.11","-0.26","NWSL"
"Abigail Kim","2021","W","187","-0.17","-0.01","-0.18","-0.05","-0.02","-0.07","-0.26","NWSL"
"Zoey Goralski","2021","W","33","-0.21","-0.01","-0.23","-0.02","-0.01","-0.04","-0.26","NWSL"
"Tsubasa Endoh","2021","W","566","-0.26","-0.01","-0.27","0.01","-0.01","0","-0.26","MLS"
"Nicolás Acevedo","2020","DM","178","-0.11","-0.01","-0.11","-0.21","0.06","-0.15","-0.26","MLS"
"Nazmi Albadawi","2019","DM","14","-0.17","0.02","-0.16","-0.04","-0.07","-0.1","-0.26","MLS"
"Thomas Roberts","2019","AM","263","-0.21","-0.03","-0.24","-0.03","0.01","-0.02","-0.26","MLS"
"Josh Pérez","2018","ST","27","-0.31","-0.01","-0.32","-0.01","0.07","0.06","-0.26","MLS"
"Ema Twumasi","2018","W","48","-0.21","-0.01","-0.23","-0.02","-0.01","-0.04","-0.26","MLS"
"Cameron Porter","2017","ST","26","-0.22","-0.01","-0.23","0","-0.02","-0.02","-0.26","MLS"
"Nicholas DePuy","2017","ST","146","-0.22","-0.02","-0.24","0.03","-0.05","-0.02","-0.26","MLS"
"Kwame Awuah","2017","CM","36","-0.07","0","-0.07","-0.08","-0.11","-0.2","-0.26","MLS"
"Casey Townsend","2013","ST","353","-0.18","-0.02","-0.2","-0.05","-0.01","-0.06","-0.26","MLS"
"Kipp Keller","2023","CB","505","-0.15","-0.01","-0.16","-0.05","-0.06","-0.11","-0.27","MLS"
"Erik López","2023","ST","28","-0.19","-0.01","-0.2","-0.03","-0.03","-0.07","-0.27","MLS"
"Justin Rennicks","2023","W","464","-0.05","-0.01","-0.07","-0.2","-0.01","-0.21","-0.27","MLS"
"Aerial Chavarin","2020","DM","54","-0.18","0","-0.18","0.01","-0.1","-0.09","-0.27","NWSL"
"Jimmy McLaughlin","2020","CB","5","-0.03","0.03","0","0","-0.27","-0.27","-0.27","MLS"
"Diego Palacios","2019","FB","100","-0.12","0","-0.13","0.02","-0.16","-0.14","-0.27","MLS"
"Jasmyne Spencer","2019","W","26","-0.2","-0.01","-0.21","-0.04","-0.02","-0.06","-0.27","NWSL"
"Brett Levis","2019","FB","377","-0.13","0.03","-0.11","-0.07","-0.09","-0.16","-0.27","MLS"
"Jaycie Johnson","2019","ST","25","-0.26","-0.02","-0.28","-0.03","0.04","0.01","-0.27","NWSL"
"Alfredo Ortuño","2018","ST","131","-0.21","-0.01","-0.22","0.01","-0.05","-0.05","-0.27","MLS"
"Cristian Cásseres Jr","2018","DM","106","-0.13","0.01","-0.12","-0.21","0.05","-0.15","-0.27","MLS"
"Summer Green","2018","W","346","-0.25","-0.01","-0.26","-0.02","0","-0.02","-0.27","NWSL"
"Rosana","2017","AM","80","-0.19","-0.02","-0.22","-0.03","-0.02","-0.06","-0.27","NWSL"
"Coy Craft","2017","W","17","-0.28","-0.01","-0.3","0","0.03","0.03","-0.27","MLS"
"Cameron Castleberry","2017","ST","36","-0.18","-0.02","-0.19","-0.01","-0.07","-0.08","-0.27","NWSL"
"Hadji Barry","2016","W","326","-0.26","-0.01","-0.27","-0.01","0.01","0","-0.27","MLS"
"Ben Newnam","2015","FB","96","-0.02","0","-0.02","-0.24","-0.01","-0.24","-0.27","MLS"
"Matt Miazga","2013","CB","19","-0.11","0.03","-0.08","0.09","-0.27","-0.18","-0.27","MLS"
"Steven Kinney","2013","FB","194","0","0.01","0.01","-0.14","-0.14","-0.28","-0.27","MLS"
"Bradlee Baladez","2013","W","33","-0.13","-0.01","-0.15","-0.13","0","-0.13","-0.27","MLS"
"Jack Panayotou","2023","W","318","-0.21","-0.01","-0.22","-0.02","-0.04","-0.06","-0.28","MLS"
"Madison Elwell","2023","CM","170","-0.07","-0.01","-0.07","-0.1","-0.1","-0.2","-0.28","NWSL"
"Thai Baribo","2023","ST","179","-0.24","-0.02","-0.26","0","-0.03","-0.02","-0.28","MLS"
"Joelle Anderson","2022","ST","219","-0.23","0.01","-0.23","-0.06","0.02","-0.05","-0.28","NWSL"
"Pierre Reedy","2022","W","12","-0.22","-0.01","-0.24","-0.02","-0.02","-0.04","-0.28","MLS"
"Jaycie Johnson","2021","W","91","-0.25","-0.01","-0.26","-0.03","0.01","-0.01","-0.28","NWSL"
"Dani Rhodes","2020","W","35","-0.12","-0.01","-0.13","0.03","-0.18","-0.15","-0.28","NWSL"
"Jamia Fields","2020","W","39","-0.47","-0.01","-0.48","0.06","0.14","0.2","-0.28","NWSL"
"Ifeoma Onumonu","2020","ST","398","-0.26","0.01","-0.24","0","-0.04","-0.04","-0.28","NWSL"
"Rashawn Dally","2019","ST","599","-0.24","-0.02","-0.25","-0.01","-0.02","-0.03","-0.28","MLS"
"Ronaldo Peña","2018","ST","281","-0.23","-0.01","-0.25","-0.01","-0.02","-0.03","-0.28","MLS"
"Pierre Da Silva","2017","ST","6","-0.2","-0.01","-0.22","0","-0.07","-0.07","-0.28","MLS"
"Richard Balchan","2014","FB","249","0.04","-0.01","0.03","-0.23","-0.07","-0.31","-0.28","MLS"
"Steve Purdy","2013","CB","519","-0.07","0.02","-0.05","-0.07","-0.16","-0.23","-0.28","MLS"
"Michael Baldisimo","2023","CM","358","-0.09","0.01","-0.08","-0.15","-0.05","-0.2","-0.29","MLS"
"Harvey Neville","2023","FB","252","-0.13","0.01","-0.12","-0.11","-0.05","-0.17","-0.29","MLS"
"Madeline Nolf","2022","FB","147","-0.17","0","-0.18","-0.13","0.01","-0.12","-0.29","NWSL"
"Maegan Kelly","2021","W","123","-0.21","-0.01","-0.23","-0.03","-0.04","-0.07","-0.29","NWSL"
"Jayden Nelson","2020","W","176","-0.28","-0.01","-0.3","-0.04","0.05","0.01","-0.29","MLS"
"Mohamed Traore","2020","CB","48","-0.13","0.01","-0.13","-0.1","-0.07","-0.16","-0.29","MLS"
"Deneisha Blackwood","2020","W","219","-0.15","-0.03","-0.18","-0.06","-0.05","-0.11","-0.29","NWSL"
"Bridgette Andrzejewski","2020","W","64","-0.24","-0.01","-0.25","-0.03","-0.01","-0.04","-0.29","NWSL"
"Victor Giro","2017","FB","467","-0.07","0","-0.07","-0.15","-0.06","-0.22","-0.29","MLS"
"Shaun Wright-Phillips","2016","W","151","-0.21","-0.02","-0.23","0.01","-0.06","-0.05","-0.29","MLS"
"Colin Bonner","2016","ST","27","-0.16","-0.01","-0.18","-0.07","-0.05","-0.11","-0.29","MLS"
"Sam Cruz Garza","2014","CM","14","-0.08","0","-0.08","0.07","-0.27","-0.21","-0.29","MLS"
"Jeremy Hall","2014","CM","201","-0.09","0","-0.09","-0.2","-0.01","-0.21","-0.29","MLS"
"Kumi Yokoyama","2021","W","336","-0.33","0.02","-0.31","0.01","0","0.01","-0.3","NWSL"
"Erica Skroski","2021","CB","626","-0.1","-0.02","-0.12","-0.13","-0.06","-0.19","-0.3","NWSL"
"Justin Dhillon","2020","ST","12","-0.11","-0.01","-0.12","0","-0.17","-0.17","-0.3","MLS"
"Miranda Nild","2020","W","27","-0.13","-0.01","-0.14","-0.11","-0.05","-0.16","-0.3","NWSL"
"José Bizama","2019","FB","388","-0.05","0.01","-0.04","-0.21","-0.05","-0.26","-0.3","MLS"
"James Musa","2017","DM","96","-0.02","0","-0.02","-0.26","-0.01","-0.28","-0.3","MLS"
"Pedro Baez","2016","ST","9","-0.25","-0.01","-0.26","0","-0.03","-0.03","-0.3","MLS"
"Andre Akpan","2014","ST","31","-0.28","-0.01","-0.29","-0.01","0","-0.01","-0.3","MLS"
"Jaycie Johnson","2022","ST","25","-0.2","-0.02","-0.22","-0.05","-0.04","-0.09","-0.31","NWSL"
"Thomas Williams","2022","CB","199","-0.04","0.01","-0.03","-0.07","-0.21","-0.28","-0.31","MLS"
"Lindsay Agnew","2021","ST","10","-0.28","-0.02","-0.3","0","-0.01","-0.01","-0.31","NWSL"
"Cameron Harper","2021","ST","129","-0.24","-0.01","-0.25","-0.02","-0.04","-0.06","-0.31","MLS"
"Taylor Leach","2020","CB","201","-0.04","0.01","-0.03","-0.04","-0.24","-0.28","-0.31","NWSL"
"Christopher Garcia","2020","W","2","-0.32","-0.01","-0.33","0","0.02","0.02","-0.31","MLS"
"Hannah Davison","2020","CB","113","-0.01","0.01","0","-0.15","-0.16","-0.31","-0.31","NWSL"
"Edwin Cerrillo","2020","AM","29","-0.26","-0.02","-0.28","0","-0.03","-0.03","-0.31","MLS"
"Wandrille Lefevre","2017","CB","119","0","-0.01","-0.01","-0.26","-0.04","-0.31","-0.31","MLS"
"Jordan Hamilton","2015","ST","22","-0.25","-0.01","-0.27","0","-0.04","-0.04","-0.31","MLS"
"Frédéric Piquionne","2014","ST","24","-0.13","-0.01","-0.15","-0.21","0.05","-0.16","-0.31","MLS"
"Victor Pineda","2014","W","64","-0.17","-0.01","-0.19","-0.09","-0.04","-0.13","-0.31","MLS"
"Antony Curic","2023","FB","3","-0.28","0.01","-0.28","0","-0.05","-0.05","-0.32","MLS"
"Christopher Hegardt","2023","W","75","-0.19","-0.02","-0.21","-0.16","0.05","-0.11","-0.32","MLS"
"Easton Ongaro","2022","ST","49","-0.22","-0.01","-0.23","-0.03","-0.06","-0.09","-0.32","MLS"
"Abby Elinsky","2020","W","319","-0.2","-0.02","-0.22","-0.05","-0.05","-0.1","-0.32","NWSL"
"Emil Cuello","2019","AM","240","-0.14","0.01","-0.12","-0.17","-0.02","-0.19","-0.32","MLS"
"José Leitón","2017","W","20","-0.18","-0.01","-0.19","-0.03","-0.1","-0.12","-0.32","MLS"
"Vadim Demidov","2017","CB","288","0","0.02","0.03","-0.19","-0.16","-0.35","-0.32","MLS"
"Coy Craft","2014","ST","11","-0.3","-0.01","-0.31","0","-0.01","-0.01","-0.32","MLS"
"Kianz Froese","2014","W","52","-0.2","-0.01","-0.22","-0.05","-0.05","-0.11","-0.32","MLS"
"Haley Bugeja","2023","W","26","-0.31","-0.01","-0.33","0.02","-0.03","-0.01","-0.33","NWSL"
"Erik Sorga","2021","ST","265","-0.29","-0.01","-0.3","-0.03","0","-0.03","-0.33","MLS"
"Douglas Martínez","2021","ST","75","-0.28","-0.01","-0.29","-0.01","-0.04","-0.04","-0.33","MLS"
"James Musa","2020","CB","185","-0.02","0.01","-0.01","-0.24","-0.07","-0.32","-0.33","MLS"
"Kofi Opare","2019","CB","296","-0.08","0.01","-0.07","-0.04","-0.21","-0.25","-0.33","MLS"
"Romain Gall","2014","ST","57","-0.23","-0.01","-0.25","-0.05","-0.03","-0.09","-0.33","MLS"
"Jamal Thiare","2023","ST","46","-0.35","-0.01","-0.37","0.05","-0.02","0.03","-0.34","MLS"
"Ethan Dobbelaere","2023","W","101","-0.24","-0.03","-0.27","-0.05","-0.02","-0.07","-0.34","MLS"
"Sega Coulibaly","2023","CB","101","0.03","-0.01","0.02","-0.27","-0.1","-0.37","-0.34","MLS"
"Mikey Ambrose","2021","FB","81","-0.11","0.01","-0.1","-0.15","-0.09","-0.24","-0.34","MLS"
"Kevin Partida","2019","ST","4","-0.41","0","-0.41","0.03","0.05","0.07","-0.34","MLS"
"David Horst","2018","CB","342","0.04","0.01","0.05","-0.24","-0.14","-0.38","-0.34","MLS"
"Brandon Allen","2017","W","17","-0.11","-0.01","-0.12","0.01","-0.23","-0.22","-0.34","MLS"
"Alexa Newfield","2016","AM","268","-0.11","-0.01","-0.12","-0.26","0.04","-0.22","-0.34","NWSL"
"Collin Martin","2016","CM","101","-0.2","-0.01","-0.21","-0.06","-0.08","-0.13","-0.34","MLS"
"Donald Smith","2014","W","47","-0.24","-0.01","-0.25","-0.02","-0.07","-0.09","-0.34","MLS"
"Michael Fucito","2014","ST","131","-0.26","-0.01","-0.27","-0.03","-0.04","-0.07","-0.34","MLS"
"Adrián Alonso Martínez Batista","2023","W","44","-0.39","-0.02","-0.4","0.07","-0.02","0.05","-0.35","MLS"
"Roberto Puncec","2021","CB","140","0","0.01","0.01","-0.39","0.02","-0.36","-0.35","MLS"
"Rida Zouhir","2021","CM","22","-0.24","0","-0.24","-0.04","-0.08","-0.12","-0.35","MLS"
"Foster Langsdorf","2019","ST","38","-0.3","-0.01","-0.32","0","-0.03","-0.03","-0.35","MLS"
"Nedum Onuoha","2018","CB","107","-0.06","0.03","-0.03","-0.37","0.05","-0.32","-0.35","MLS"
"Tony Rocha","2017","W","36","-0.16","-0.01","-0.17","0","-0.18","-0.18","-0.35","MLS"
"Shade Pratt","2016","W","162","-0.19","-0.01","-0.21","-0.12","-0.03","-0.14","-0.35","NWSL"
"Héctor Jiménez","2023","FB","55","-0.02","0.01","-0.01","-0.33","-0.02","-0.34","-0.36","MLS"
"Meaghan Nally","2021","ST","38","-0.19","-0.02","-0.21","-0.05","-0.1","-0.15","-0.36","NWSL"
"Ifunanyachi Achara","2020","W","100","-0.4","-0.01","-0.42","0.05","0","0.05","-0.36","MLS"
"Betsy Brandon","2019","W","4","-0.32","-0.01","-0.34","0","-0.02","-0.02","-0.36","NWSL"
"Amar Sejdic","2019","AM","72","-0.26","-0.04","-0.3","-0.04","-0.03","-0.07","-0.36","MLS"
"Aarón Guillén","2016","FB","118","-0.05","0.01","-0.04","-0.29","-0.03","-0.32","-0.36","MLS"
"Samba","2016","CB","105","-0.36","0.03","-0.33","-0.09","0.06","-0.03","-0.36","MLS"
"Jordan Perruzza","2023","ST","144","-0.35","-0.01","-0.37","-0.01","0.01","0","-0.37","MLS"
"Adriana Leon","2023","W","118","-0.38","0","-0.37","-0.03","0.04","0.01","-0.37","NWSL"
"Parker Roberts","2021","CM","27","-0.19","-0.01","-0.2","-0.2","0.04","-0.17","-0.37","NWSL"
"Omar Sowe","2021","ST","24","-0.41","-0.01","-0.42","0.04","0.01","0.05","-0.37","MLS"
"Claire Falknor","2018","AM","33","-0.2","-0.02","-0.23","-0.12","-0.04","-0.15","-0.38","NWSL"
